Income_Category,Card_Category,Education_Level,Customer_Age,Dependent_count,Attrition,Credit_Limit,CLIENT_ID,Gender,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Marital_Status,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
$40K - $60K,Blue,Graduate,48,3,Existing Customer,2423,815598858,M,43,5,1,1,Married,1779,644,0.503,4035,74,0.805,0.734,3.45E-05,0.99997
Less than $40K,Blue,High School,55,1,Existing Customer,2376,779412783,F,37,4,3,3,Single,1969,407,0.788,4301,79,1.026,0.829,0.00027604,0.99972
Less than $40K,Blue,Graduate,38,1,Existing Customer,1690,780036483,M,28,4,5,2,Single,1459,231,0.667,3928,69,0.643,0.863,0.00018857,0.99981
$40K - $60K,Blue,High School,46,3,Attrited Customer,8583,711527508,F,34,2,3,2,Married,0,8583,0.358,1794,31,0.292,0,0.99452,0.00548
Less than $40K,Blue,Graduate,52,3,Existing Customer,2996,720768258,F,34,5,2,1,Single,2147,849,0.503,4724,66,0.737,0.717,7.12E-05,0.99993
Unknown,Blue,Post-Graduate,49,1,Existing Customer,2880,716023533,F,39,6,3,2,Single,1996,884,0.719,4334,81,0.884,0.693,0.00019866,0.9998
$80K - $120K,Gold,Uneducated,48,4,Existing Customer,34516,714075708,M,38,4,3,1,Divorced,1426,33090,0.621,4814,71,0.69,0.041,0.00013476,0.99987
Unknown,Blue,Doctorate,36,2,Existing Customer,6966,787475433,F,23,5,2,3,Single,905,6061,0.755,4855,69,0.5,0.13,0.00027701,0.99972
$120K +,Blue,College,36,3,Attrited Customer,11316,787505133,M,24,2,2,3,Married,1599,9717,0.713,2595,49,0.361,0.141,0.99485,0.00515
Less than $40K,Blue,High School,38,0,Existing Customer,1438.3,712241433,F,30,4,2,1,Single,1003,435.3,0.629,4247,84,0.714,0.697,5.73E-05,0.99994
$120K +,Blue,Uneducated,44,1,Existing Customer,11362,807990108,M,39,3,2,3,Divorced,0,11362,0.668,3197,61,0.564,0,0.00018475,0.99982
Unknown,Blue,Doctorate,52,0,Attrited Customer,7210,719018208,F,46,6,4,3,Married,0,7210,0.769,2516,36,0.8,0,0.9978,0.00219708
Unknown,Blue,College,55,4,Existing Customer,7790,716641983,F,36,5,3,3,Single,753,7037,0.968,4835,84,0.826,0.097,0.00030845,0.99969
Less than $40K,Blue,Unknown,37,2,Existing Customer,2023,708989358,F,18,3,3,1,Married,1587,436,0.647,4391,79,0.837,0.784,0.00011924,0.99988
$40K - $60K,Blue,Graduate,51,3,Existing Customer,9117,708807483,F,45,5,2,3,Married,1259,7858,0.88,3837,75,0.705,0.138,0.00019864,0.9998
Less than $40K,Blue,Doctorate,41,2,Existing Customer,1801,715774833,F,36,4,1,2,Unknown,940,861,0.594,3797,74,0.721,0.522,7.97E-05,0.99992
$60K - $80K,Blue,High School,51,2,Existing Customer,8787,714733908,M,37,6,6,3,Married,1087,7700,0.974,4537,75,1.273,0.124,0.00023216,0.99977
$60K - $80K,Silver,Graduate,40,4,Existing Customer,27436,721067658,M,36,6,1,3,Married,642,26794,0.705,4051,81,0.761,0.023,8.78E-05,0.99991
Less than $40K,Blue,Doctorate,65,2,Existing Customer,2195,788997408,F,53,6,3,2,Single,1917,278,0.535,4205,65,0.625,0.873,0.00026028,0.99974
$80K - $120K,Blue,College,46,4,Existing Customer,13734,719835033,M,34,5,3,2,Married,568,13166,0.719,4283,67,0.861,0.041,0.0001834,0.99982
$60K - $80K,Blue,Graduate,45,4,Existing Customer,2731,771854808,M,34,6,2,3,Married,1868,863,0.533,3915,66,0.65,0.684,0.00020077,0.9998
$80K - $120K,Blue,Graduate,49,3,Existing Customer,2453,717299958,M,45,3,2,0,Single,1534,919,0.785,4185,66,0.784,0.625,4.36E-05,0.99996
$60K - $80K,Blue,Unknown,49,3,Existing Customer,7451,720778458,M,36,6,3,3,Married,1542,5909,0.684,4960,97,0.565,0.207,0.00034503,0.99965
$40K - $60K,Blue,High School,41,3,Existing Customer,2644,713019783,F,35,3,3,3,Married,1794,850,0.863,4081,72,0.8,0.679,0.00030516,0.99969
$80K - $120K,Silver,Graduate,41,4,Attrited Customer,34516,770968383,M,28,3,2,3,Married,825,33691,0.616,2022,52,0.733,0.024,0.99452,0.00548
$60K - $80K,Blue,Graduate,41,5,Existing Customer,4575,709747308,M,36,4,4,3,Married,1344,3231,0.46,4726,64,0.561,0.294,0.00037742,0.99962
Less than $40K,Blue,College,51,1,Existing Customer,4860,801366783,F,45,3,3,2,Single,1772,3088,0.561,4329,80,0.86,0.365,0.00016415,0.99984
Less than $40K,Blue,Graduate,46,2,Existing Customer,1438.3,798786333,F,40,6,4,2,Married,510,928.3,0.711,3399,66,0.784,0.355,0.00021738,0.99978
Less than $40K,Blue,Unknown,37,2,Attrited Customer,1690,771723408,F,25,3,2,4,Single,0,1690,0.69,2645,60,0.622,0,0.99722,0.00277723
$40K - $60K,Blue,Uneducated,39,5,Existing Customer,1438.3,715117008,M,36,4,2,3,Married,0,1438.3,0.677,4596,82,0.745,0,0.00020321,0.9998
$60K - $80K,Blue,Uneducated,46,5,Existing Customer,24512,713944833,M,36,3,3,2,Single,766,23746,0.509,4561,78,0.368,0.031,0.00019094,0.99981
$40K - $60K,Blue,High School,43,3,Attrited Customer,1654,713569158,F,34,1,3,2,Single,1474,180,0.586,2086,47,0.621,0.891,0.99452,0.00548
$80K - $120K,Blue,Graduate,63,1,Existing Customer,21430,713037333,M,55,6,1,2,Single,0,21430,0.511,3561,57,0.676,0,5.17E-05,0.99995
$120K +,Silver,Graduate,50,1,Existing Customer,34516,718267233,M,38,4,3,3,Married,1915,32601,0.625,3828,65,1.321,0.055,0.00025657,0.99974
$40K - $60K,Blue,Uneducated,37,4,Existing Customer,1438.3,709736658,M,27,6,3,2,Married,759,679.3,0.858,4446,86,0.72,0.528,0.00019396,0.99981
Less than $40K,Blue,Doctorate,33,2,Existing Customer,2800,710929233,F,36,5,2,3,Single,1559,1241,0.598,4253,83,0.694,0.557,0.00027701,0.99972
$60K - $80K,Blue,Post-Graduate,44,4,Existing Customer,3117,714290583,M,36,3,2,2,Married,1400,1717,0.913,4391,85,0.809,0.449,0.00014046,0.99986
$80K - $120K,Blue,Uneducated,44,2,Existing Customer,2558,717972408,M,34,6,3,3,Married,2016,542,0.806,3792,78,0.5,0.788,0.00031104,0.99969
$60K - $80K,Blue,High School,47,3,Attrited Customer,10061,718626033,M,39,2,3,2,Married,0,10061,0.787,2802,52,0.529,0,0.99452,0.00548
Unknown,Blue,Graduate,45,4,Existing Customer,3416,720008133,F,36,4,1,3,Unknown,727,2689,0.58,4121,83,0.729,0.213,9.72E-05,0.9999
Unknown,Blue,Graduate,39,3,Existing Customer,9371,710476908,F,28,3,3,3,Married,1066,8305,0.89,4754,78,0.857,0.114,0.0003139,0.99969
Less than $40K,Blue,Graduate,47,3,Existing Customer,3147,709888383,F,36,3,1,2,Married,2453,694,0.744,4465,82,0.952,0.779,5.72E-05,0.99994
Less than $40K,Blue,Unknown,52,3,Existing Customer,1554,788864508,F,37,4,2,2,Single,926,628,0.785,4997,79,0.927,0.596,0.00012982,0.99987
Unknown,Blue,Uneducated,47,5,Attrited Customer,3502,714010383,F,40,5,4,5,Single,0,3502,0.531,1895,42,0.4,0,0.99913,0.00087171
Less than $40K,Blue,Graduate,49,4,Existing Customer,2712,719549508,F,40,4,2,2,Single,1686,1026,0.791,4678,74,0.644,0.622,0.00011937,0.99988
Less than $40K,Blue,College,59,0,Existing Customer,1438.3,718670808,F,51,6,1,0,Married,0,1438.3,0.715,4817,81,0.688,0,1.69E-05,0.99998
$120K +,Blue,High School,39,3,Existing Customer,3281,718211208,M,36,6,3,2,Married,1682,1599,0.577,4109,69,0.5,0.513,0.00018145,0.99982
$40K - $60K,Blue,High School,35,5,Attrited Customer,1438.3,712578933,F,25,3,2,6,Married,0,1438.3,0.763,2500,44,0.517,0,0.999,0.00100312
Less than $40K,Blue,Graduate,39,2,Existing Customer,2469,709343433,F,26,5,3,3,Single,1826,643,0.666,3837,74,0.721,0.74,0.00030251,0.9997
$80K - $120K,Blue,Unknown,41,4,Existing Customer,3497,767488908,M,35,4,2,3,Married,0,3497,0.696,4345,72,0.756,0,0.00022068,0.99978
$40K - $60K,Blue,Unknown,46,4,Existing Customer,2505,719531133,F,38,4,2,3,Unknown,0,2505,0.8,4384,80,0.86,0,0.00022068,0.99978
$60K - $80K,Blue,Graduate,34,2,Existing Customer,2763,719006508,M,36,5,1,3,Married,1913,850,0.598,4136,69,0.568,0.692,9.26E-05,0.99991
Less than $40K,Blue,Uneducated,49,2,Existing Customer,2081,721287183,F,35,5,2,3,Married,0,2081,1.004,4863,87,0.706,0,0.00019683,0.9998
Unknown,Blue,Graduate,55,3,Attrited Customer,2815,711144183,F,45,1,3,1,Married,1848,967,0.563,2618,29,0.45,0.656,0.9912,0.0088
Less than $40K,Blue,Graduate,56,1,Existing Customer,1737,709080783,F,38,4,1,3,Single,0,1737,0.953,4723,78,0.625,0,8.70E-05,0.99991
Unknown,Blue,High School,52,4,Existing Customer,9078,710520408,F,36,5,3,3,Single,1194,7884,0.745,4458,87,0.812,0.132,0.00030842,0.99969
$40K - $60K,Blue,Uneducated,46,5,Attrited Customer,6185,785262333,M,40,5,4,3,Unknown,1960,4225,0.669,2225,45,0.875,0.317,0.99743,0.0025693
Unknown,Blue,Graduate,51,2,Existing Customer,2069,716513358,F,36,5,3,3,Divorced,1802,267,0.651,4402,91,0.75,0.871,0.00030251,0.9997
$80K - $120K,Blue,Uneducated,45,3,Attrited Customer,9234,719073483,M,38,3,3,3,Married,0,9234,0.629,2586,44,0.257,0,0.99691,0.00308778
Less than $40K,Blue,Graduate,37,1,Existing Customer,2684,715372083,F,36,3,3,3,Single,0,2684,0.66,4796,85,0.635,0,0.00028395,0.99972
$40K - $60K,Blue,High School,48,3,Existing Customer,2151,780034083,F,38,3,2,2,Married,0,2151,0.763,4604,86,0.72,0,0.00011482,0.99989
$60K - $80K,Blue,College,52,2,Existing Customer,2749,794581533,M,37,4,3,3,Single,1380,1369,0.937,3882,90,0.765,0.502,0.00029411,0.99971
Less than $40K,Blue,High School,44,3,Existing Customer,1980,710013258,F,31,3,2,2,Single,823,1157,0.861,4467,69,0.683,0.416,0.00011482,0.99989
Less than $40K,Blue,Graduate,55,1,Attrited Customer,4232,719084358,F,46,6,4,3,Married,0,4232,0.878,2312,37,0.609,0,0.9971,0.00290471
Less than $40K,Blue,Graduate,45,2,Existing Customer,1438.3,789173958,F,34,4,1,2,Married,877,561.3,0.743,4283,76,0.617,0.61,5.51E-05,0.99994
Unknown,Blue,Uneducated,43,2,Existing Customer,6931,789575583,F,36,5,1,0,Unknown,1380,5551,0.795,4437,64,0.882,0.199,2.09E-05,0.99998
Less than $40K,Blue,High School,52,3,Attrited Customer,3302,712434708,F,39,5,3,2,Married,2517,785,0.705,2682,47,0.516,0.762,0.99452,0.00548
Unknown,Blue,Graduate,61,1,Existing Customer,4235,808675083,M,56,5,3,2,Single,1675,2560,1.079,3862,76,0.949,0.396,0.00016883,0.99983
Unknown,Blue,Doctorate,51,2,Existing Customer,6501,710864358,F,45,6,6,2,Married,0,6501,0.651,5074,81,0.688,0,0.00020547,0.99979
Unknown,Blue,Graduate,34,1,Existing Customer,6376,712574583,F,21,6,1,3,Single,1322,5054,0.709,5192,70,0.628,0.207,8.70E-05,0.99991
Less than $40K,Blue,Graduate,33,3,Attrited Customer,1457,708412758,F,36,5,2,3,Single,0,1457,0.677,2200,45,0.364,0,0.99499,0.00501
$40K - $60K,Blue,Unknown,38,3,Existing Customer,5576,714389058,F,36,3,3,2,Married,0,5576,0.686,4322,85,0.809,0,0.00020516,0.99979
Unknown,Blue,College,56,3,Existing Customer,1438.3,715767033,F,36,5,1,3,Single,0,1438.3,0.76,4919,83,0.627,0,9.35E-05,0.99991
Unknown,Blue,Graduate,45,3,Existing Customer,2478,779281233,F,27,4,3,3,Single,1748,730,0.643,4353,80,0.667,0.705,0.0003139,0.99969
$60K - $80K,Blue,Uneducated,44,2,Existing Customer,3650,717147708,M,34,6,3,2,Divorced,1270,2380,0.792,4250,81,0.929,0.348,0.00018494,0.99982
Less than $40K,Blue,Unknown,52,2,Existing Customer,2111,715029333,F,36,4,2,3,Divorced,0,2111,0.831,4459,72,0.756,0,0.00021042,0.99979
Unknown,Blue,High School,30,0,Existing Customer,12917,806989008,F,25,4,1,2,Single,1157,11760,0.668,4108,82,0.745,0.09,4.59E-05,0.99995
$120K +,Blue,High School,56,2,Attrited Customer,7327,713158083,M,46,2,4,4,Single,0,7327,0.598,2185,41,0.864,0,0.99835,0.00164594
$80K - $120K,Blue,Uneducated,46,1,Existing Customer,13324,771037008,M,33,3,1,2,Married,0,13324,0.917,4245,76,1,0,5.32E-05,0.99995
$80K - $120K,Blue,High School,34,2,Existing Customer,11154,710587458,M,22,4,3,2,Unknown,1612,9542,0.633,4339,77,1.026,0.145,0.00017486,0.99983
Unknown,Blue,Graduate,43,1,Existing Customer,9535,710563458,F,30,5,3,3,Divorced,660,8875,0.944,4210,81,0.723,0.069,0.00028395,0.99972
$40K - $60K,Blue,Unknown,37,2,Attrited Customer,10226,720010608,M,24,6,2,4,Single,0,10226,0.614,2243,44,0.571,0,0.99722,0.00277723
Less than $40K,Blue,Unknown,37,5,Existing Customer,2140,710343783,F,29,6,1,2,Married,0,2140,0.602,4610,65,1.321,0,6.25E-05,0.99994
Less than $40K,Blue,Unknown,49,1,Existing Customer,2904,772578858,F,39,3,4,2,Married,2203,701,0.796,3848,66,0.692,0.759,0.00022427,0.99978
$80K - $120K,Blue,Uneducated,40,1,Existing Customer,1770,708559533,M,36,6,3,2,Married,584,1186,0.706,4442,83,0.844,0.33,0.0001736,0.99983
Less than $40K,Blue,Unknown,37,2,Attrited Customer,1534,711939558,F,36,3,2,3,Single,0,1534,0.642,2596,39,0.393,0,0.99527,0.00472896
Less than $40K,Blue,High School,46,2,Existing Customer,2170,772143333,F,35,6,3,3,Single,1498,672,0.64,4569,79,0.881,0.69,0.00029408,0.99971
$120K +,Blue,Unknown,53,1,Existing Customer,10001,711067383,M,45,6,2,3,Single,0,10001,0.676,4167,74,0.644,0,0.00019751,0.9998
Unknown,Blue,High School,56,3,Existing Customer,4169,817041408,F,41,3,2,3,Married,1549,2620,0.768,4519,82,0.708,0.372,0.00019311,0.99981
Less than $40K,Blue,College,65,1,Existing Customer,5363,771942333,M,54,5,2,2,Single,1309,4054,0.574,3855,63,0.703,0.244,0.00010387,0.9999
Less than $40K,Blue,Doctorate,50,2,Existing Customer,3206,755247108,F,43,4,1,0,Single,0,3206,0.631,4731,82,0.822,0,2.94E-05,0.99997
$60K - $80K,Blue,Unknown,50,2,Existing Customer,18085,715710708,M,37,6,3,2,Married,747,17338,0.681,4583,76,0.52,0.041,0.00019771,0.9998
$40K - $60K,Blue,Post-Graduate,61,0,Existing Customer,2566,713858733,F,53,4,3,2,Married,2164,402,0.578,4344,73,0.659,0.843,0.00018162,0.99982
$40K - $60K,Blue,Graduate,35,2,Existing Customer,1438.3,717129333,F,25,3,1,2,Married,0,1438.3,0.744,4434,73,0.78,0,5.51E-05,0.99994
Less than $40K,Blue,Graduate,65,2,Attrited Customer,6812,716924958,F,56,3,0,3,Single,1926,4886,0.735,2288,48,0.778,0.283,0.97166,0.02834
$40K - $60K,Blue,Graduate,45,4,Existing Customer,2700,719614758,F,34,3,2,2,Single,1977,723,0.801,4984,75,1.083,0.732,0.00011937,0.99988
Unknown,Blue,Post-Graduate,50,3,Existing Customer,5471,721537683,F,41,3,3,3,Married,1342,4129,0.577,4002,67,0.763,0.245,0.00036935,0.99963
Less than $40K,Blue,Uneducated,43,2,Existing Customer,4332,771500358,F,31,5,3,1,Divorced,1313,3019,0.671,4093,84,0.826,0.303,0.00011153,0.99989
Less than $40K,Blue,Unknown,48,4,Attrited Customer,2447,711531858,F,41,3,3,3,Married,1267,1180,0.449,2132,37,0.37,0.518,0.99714,0.00285845
Less than $40K,Blue,Graduate,41,4,Existing Customer,1783,715060158,F,26,5,2,2,Single,1282,501,0.504,3853,76,0.617,0.719,0.00011937,0.99988
$60K - $80K,Blue,Graduate,42,2,Existing Customer,11761,779725833,M,26,4,3,2,Single,1775,9986,0.925,4946,73,0.698,0.151,0.00017987,0.99982
Less than $40K,Blue,High School,52,1,Existing Customer,2340,716592558,F,36,3,3,3,Single,1101,1239,0.766,4501,68,0.7,0.471,0.00027604,0.99972
Less than $40K,Blue,Uneducated,45,5,Existing Customer,2859,771020133,F,32,3,3,0,Single,1776,1083,0.79,4440,79,0.756,0.621,7.04E-05,0.99993
$40K - $60K,Blue,High School,37,3,Existing Customer,2523,709153008,M,36,3,3,3,Married,2481,42,0.744,4683,76,0.689,0.983,0.00030516,0.99969
$40K - $60K,Blue,Post-Graduate,48,2,Existing Customer,4776,713394858,M,34,4,2,2,Married,0,4776,0.626,4581,60,0.622,0,0.00013393,0.99987
Less than $40K,Blue,Graduate,59,1,Existing Customer,2697,721175283,F,36,3,1,1,Married,1410,1287,0.925,4489,58,0.706,0.523,3.12E-05,0.99997
Less than $40K,Blue,High School,57,3,Existing Customer,3542,715503558,F,36,6,2,3,Married,2417,1125,0.687,4127,71,0.479,0.682,0.00019311,0.99981
$120K +,Blue,Graduate,57,3,Attrited Customer,34516,819943458,M,52,6,4,3,Single,1000,33516,0.694,1777,37,0.542,0.029,0.99737,0.0026282
Unknown,Blue,Post-Graduate,40,4,Existing Customer,8823,717094758,F,29,5,3,1,Married,0,8823,0.812,4453,84,0.787,0,0.00013386,0.99987
Less than $40K,Blue,College,52,1,Attrited Customer,1764,772073508,F,41,5,3,6,Single,0,1764,0.824,2740,47,0.343,0,0.9993,0.00069828
Less than $40K,Blue,Uneducated,43,4,Attrited Customer,3492,721351983,F,36,5,3,3,Married,2517,975,0.6,2510,47,0.621,0.721,0.99694,0.00305523
Less than $40K,Blue,High School,36,3,Attrited Customer,2977,714477408,F,36,3,3,3,Married,1340,1637,0.507,2201,39,0.345,0.45,0.99673,0.00326528
$60K - $80K,Silver,Doctorate,49,4,Existing Customer,30976,718471758,M,37,5,2,2,Single,2051,28925,0.684,3193,69,0.725,0.066,0.00015608,0.99984
$60K - $80K,Blue,High School,43,5,Existing Customer,2810,711607833,M,36,5,2,1,Married,2384,426,0.859,4875,97,0.764,0.848,6.89E-05,0.99993
Less than $40K,Blue,Unknown,39,1,Existing Customer,1438.3,708621408,F,28,3,2,1,Single,0,1438.3,0.799,4173,82,0.64,0,7.08E-05,0.99993
$40K - $60K,Blue,High School,44,3,Existing Customer,8997,719277033,M,34,5,3,1,Single,708,8289,0.586,4558,62,0.676,0.079,0.00010943,0.99989
Less than $40K,Blue,Uneducated,57,3,Existing Customer,2002,813905508,F,52,4,3,3,Single,1188,814,0.63,3735,73,0.659,0.593,0.00032275,0.99968
$60K - $80K,Blue,Post-Graduate,55,4,Existing Customer,4998,719761458,M,36,3,2,1,Single,1626,3372,0.695,4329,61,0.694,0.325,8.47E-05,0.99992
Less than $40K,Blue,Post-Graduate,37,2,Existing Customer,2310,708222558,F,36,6,2,3,Married,1513,797,0.682,4191,77,0.833,0.655,0.00022525,0.99977
$40K - $60K,Blue,High School,54,2,Existing Customer,3892,713937558,F,36,3,3,3,Married,0,3892,0.738,4318,74,0.762,0,0.00029408,0.99971
$60K - $80K,Blue,Uneducated,34,3,Existing Customer,2345,709603608,M,25,6,1,1,Married,1643,702,0.678,4634,69,0.643,0.701,3.54E-05,0.99996
$80K - $120K,Blue,Graduate,50,0,Existing Customer,2135,804661083,M,45,3,2,2,Single,1506,629,0.883,4821,77,0.711,0.705,9.77E-05,0.9999
Less than $40K,Blue,Unknown,50,2,Existing Customer,2528,720977358,F,36,3,2,2,Single,1689,839,0.514,4269,78,0.857,0.668,0.00012511,0.99987
Less than $40K,Blue,High School,50,2,Existing Customer,3397,718420308,F,36,3,1,3,Married,1658,1739,0.724,4208,75,0.786,0.488,9.01E-05,0.99991
$60K - $80K,Blue,Doctorate,49,0,Existing Customer,19719,714046608,M,39,5,6,3,Married,1395,18324,0.565,3572,73,0.738,0.071,0.00029654,0.9997
Unknown,Blue,Graduate,41,3,Existing Customer,15292,718048608,F,33,5,3,0,Married,1325,13967,1.008,5120,74,0.805,0.087,6.89E-05,0.99993
$120K +,Blue,High School,52,1,Existing Customer,31733,718497033,M,36,5,3,3,Married,0,31733,0.735,3723,53,0.767,0,0.00027604,0.99972
$40K - $60K,Blue,High School,54,4,Attrited Customer,1438.3,711801933,F,36,3,3,4,Single,0,1438.3,0.641,2092,42,0.68,0,0.9981,0.00189625
Less than $40K,Blue,Post-Graduate,54,2,Attrited Customer,1638,716282208,F,48,3,6,3,Married,0,1638,0.163,1702,36,0.125,0,0.99645,0.00354519
Less than $40K,Blue,High School,50,3,Existing Customer,2775,789076083,F,38,6,3,2,Single,1475,1300,0.854,4608,84,0.647,0.532,0.00018145,0.99982
$40K - $60K,Blue,Graduate,37,2,Attrited Customer,2547,714045783,F,29,2,2,6,Married,1965,582,0.535,2160,46,0.353,0.771,0.99899,0.00100677
Unknown,Blue,Graduate,50,1,Existing Customer,5708,769720683,F,44,5,2,2,Married,1884,3824,0.791,4914,60,0.765,0.33,0.00010684,0.99989
$80K - $120K,Blue,Graduate,46,3,Existing Customer,19838,721092783,M,36,6,3,1,Married,1290,18548,0.59,3982,68,0.581,0.065,0.00011256,0.99989
$60K - $80K,Blue,Uneducated,47,2,Attrited Customer,1789,720243933,M,32,1,3,6,Married,0,1789,0.637,2784,49,0.581,0,0.99938,0.0006198
$40K - $60K,Blue,Uneducated,51,1,Existing Customer,2284,818502708,F,46,5,3,2,Single,1674,610,0.784,4885,86,0.83,0.733,0.0001736,0.99983
$60K - $80K,Blue,Doctorate,42,3,Existing Customer,11535,712942308,M,36,6,1,3,Single,1527,10008,0.664,3730,67,0.718,0.132,0.0001391,0.99986
Unknown,Blue,Unknown,28,0,Existing Customer,3524,714262533,F,36,3,4,2,Married,1306,2218,0.8,4252,78,0.814,0.371,0.00020504,0.99979
$60K - $80K,Silver,High School,58,2,Existing Customer,30186,714708183,M,49,4,3,3,Single,0,30186,0.606,4070,74,0.574,0,0.00026573,0.99973
Less than $40K,Blue,Unknown,44,1,Existing Customer,1438.3,718285308,F,31,6,3,1,Single,0,1438.3,0.561,3576,55,0.833,0,0.00011192,0.99989
Less than $40K,Blue,Unknown,40,3,Existing Customer,1620,720595083,F,30,4,2,3,Married,1278,342,0.595,4530,69,1.029,0.789,0.00021834,0.99978
Less than $40K,Blue,High School,51,3,Existing Customer,4038,787501758,F,39,5,2,1,Single,1237,2801,0.61,4188,68,0.545,0.306,6.92E-05,0.99993
$80K - $120K,Blue,Graduate,56,4,Existing Customer,2078,714990633,M,36,5,3,2,Single,1696,382,0.562,4382,82,0.783,0.816,0.00018864,0.99981
Less than $40K,Blue,Graduate,51,4,Existing Customer,1571,714652383,F,36,5,3,2,Married,0,1571,0.89,4580,74,1.056,0,0.00018864,0.99981
$80K - $120K,Blue,College,43,3,Existing Customer,4726,788776008,M,24,6,3,1,Married,1161,3565,0.698,4683,91,0.896,0.246,0.00010944,0.99989
Less than $40K,Blue,Post-Graduate,56,4,Existing Customer,4604,709176108,F,49,5,3,3,Unknown,621,3983,0.814,4586,79,0.646,0.135,0.00037329,0.99963
$80K - $120K,Silver,College,48,1,Existing Customer,34516,719354433,M,36,6,3,3,Single,1629,32887,0.815,4042,78,0.592,0.047,0.00024945,0.99975
$40K - $60K,Blue,Graduate,56,2,Existing Customer,1438.3,709368483,M,45,5,2,1,Married,0,1438.3,0.913,4323,77,0.571,0,6.86E-05,0.99993
Less than $40K,Blue,Unknown,48,3,Existing Customer,2680,717621333,F,36,5,2,1,Divorced,1871,809,0.955,4592,78,0.902,0.698,7.83E-05,0.99992
$40K - $60K,Blue,College,41,3,Attrited Customer,4312,716272158,F,15,5,3,4,Married,2517,1795,0.741,2693,56,0.436,0.584,0.99808,0.0019163
$60K - $80K,Blue,Unknown,50,2,Existing Customer,2205,803355408,M,44,5,3,1,Married,1659,546,0.891,4813,77,0.674,0.752,0.00011924,0.99988
Less than $40K,Blue,College,44,3,Existing Customer,2679,717073308,F,31,5,6,2,Married,727,1952,0.894,4804,78,0.814,0.271,0.00014325,0.99986
$80K - $120K,Silver,Post-Graduate,54,3,Existing Customer,34516,789105183,M,42,3,1,2,Single,2488,32028,0.552,4401,87,0.776,0.072,6.08E-05,0.99994
Less than $40K,Blue,Graduate,48,2,Existing Customer,3378,721305408,F,37,4,2,1,Married,0,3378,0.58,4761,81,0.884,0,6.86E-05,0.99993
$40K - $60K,Blue,High School,34,1,Existing Customer,1793,715739733,M,25,4,1,2,Single,1141,652,0.715,5293,88,0.76,0.636,5.03E-05,0.99995
Less than $40K,Blue,Graduate,59,0,Existing Customer,2228,779217333,F,49,6,2,3,Divorced,1502,726,0.719,3922,75,1.027,0.674,0.00016428,0.99984
$40K - $60K,Blue,College,41,3,Existing Customer,2577,712133508,F,22,5,0,2,Single,1582,995,0.697,4734,75,0.596,0.614,2.06E-05,0.99998
Less than $40K,Blue,Graduate,39,1,Attrited Customer,1462,714602658,F,36,1,2,3,Married,0,1462,0.393,1998,36,0.161,0,0.99447,0.00553
Less than $40K,Blue,Graduate,50,4,Attrited Customer,4038,712446783,F,30,5,3,4,Married,1530,2508,0.724,2400,41,0.323,0.379,0.99816,0.00184351
